1.8	0.003
0.1	0.003
0.2	0.003
0.30000000000000004	-0.002
0.1	-0.002
0.2	-0.002
0.30000000000000004	0.003
0.1	-0.002
0.2	-0.002
0.30000000000000004	-0.002
0.4	-0.002
0.5	-0.002
0.1	-0.002
0.1	-0.002
0.2	-0.002
0.30000000000000004	-0.002
0.1	-0.002
0.2	-0.002
0.30000000000000004	-0.002
0.4	-0.002
0.5	-0.002
0.6000000000000001	-0.002
0.7000000000000001	-0.002
0.1	-0.002
0.2	-0.002
0.30000000000000004	0.003
0.4	-0.002
0.5	0.003
0.6000000000000001	0.003
0.1	-0.002
0.1	-0.002
0.1	-0.002
0.2	-0.002
0.1	-0.002
0.2	-0.002
0.1	0.003
0.1	-0.002
0.1	-0.002
0.2	-0.002
0.1	-0.002
0.2	-0.002
0.1	-0.002
0.2	-0.002
0.1	-0.002
0.1	-0.002
0.2	0.003
0.30000000000000004	-0.002
0.1	-0.002
0.2	0.003
0.1	-0.002
0.2	-0.002
0.30000000000000004	-0.002
0.4	-0.002
0.1	-0.002
0.2	-0.002
0.30000000000000004	-0.002
0.4	0.003
0.1	-0.002
